"idloc","ropamujer"
563,31153.8186200386
569,47354.7843157332
575,49674.8975052
578,51120.7256108891
579,59636.809207806
581,49426.3795108797
583,32952.1481090334
584,41235.5211468897
585,68214.7143769755
589,73387.9562043101
590,54018.8453681002
591,60517.0013812756
595,71484.7060153933
597,49961.7828752866
609,49459.2278346411
614,56481.4763511411
630,52511.1854383525
633,35634.051688852
636,24879.4251089473
641,67199.4598946857
642,33413.590215874
645,55787.6503636958
648,37304.2946598799
654,54351.7001134044
655,55458.7489806394
669,49580.7258717324
682,53820.1202964774
712,41648.3893832508
731,41487.3445685979
735,48033.5786971316
739,51823.9415463114
740,37039.5385209535
742,48028.1425779376
745,32267.7379042518
750,47815.8404252195
757,38974.5387765379
758,37533.9729085322
760,51440.8160847895
767,51963.9161585357
768,35077.3813734148
769,57064.0428410048
780,46574.4124750019
783,31194.3217107535
792,49793.4247938637
796,56111.1356385144
801,45786.1602029594
803,52538.2555558752
808,54781.4365969393
812,73229.1202460994
813,51994.6172647057
815,42715.7184108776
820,60665.2752139839
822,54102.1634404459
826,54439.648676763
837,61038.5320910736
852,25118.2452988558
854,45625.9425975847
855,58273.8245303272
858,71924.9386723251
869,79509.5893058334
876,50292.4449159899
879,69373.8349780693
889,52795.4431849897
890,52644.4138374712
898,66773.5325157238
906,53457.9824789721
912,60137.3677343149
916,38269.9718423551
917,57019.0010439167
922,36840.7777853607
923,53573.672888498
926,71927.8574677053
932,66316.1835807275
934,48816.2475609594
937,75635.756824495
938,68598.230877282
940,49263.5918573206
948,73479.06584929
955,64183.2762409958
956,61775.7783894289
965,51177.272246615
974,50426.722484144
975,19510.0611047642
981,58307.6070067571
984,33856.1743583029
994,40576.4612542551
996,48718.396654436
1001,25643.9805573482
1006,43079.4792390993
1014,37590.3423085973
1015,55917.4279286917
1017,54863.477445113
1018,31949.4974874799
1025,53719.2683291233
1026,65038.5566907569
1033,64916.1971060888
1035,27779.1706693366
1038,58272.5098322905
1039,61440.7339844739
1040,55244.8811156246
1048,44617.2145108867
1074,33512.3221461675
1078,70398.1962596156
1079,41867.2559690411
1085,52286.3710372269
1093,44347.5574625894
1096,62385.5372728373
1099,46164.6206071837
1101,41052.6119402038
1102,59029.152471546
1104,72367.5369894811
1105,54665.2566207496
1121,67527.696545258
1137,50142.1295973234
1141,44588.6861668067
1143,52791.7440020389
1146,30980.0891640045
1151,39333.8281555571
1161,37070.9939897857
1163,60889.8812855796
1166,57546.6028998105
1171,61433.3348789118
1177,48819.8907307709
1179,50319.2640304544
1183,42271.9050378888
1188,32511.8263643418
1200,46637.0170657455
1201,74249.5143904148
1203,61883.1964969479
1207,32950.6340051376
1213,59252.1276222849
1215,51816.2827765212
1216,43158.9603779142
1218,48656.5705336668
1228,42397.4166636479
1230,39158.4731379956
1231,32356.839876525
1234,64390.6725156874
1236,35713.9588291615
1238,65242.545559338
1255,49192.9948654461
1257,29344.5895192843
1261,52588.6495650609
1262,45899.7363809211
1264,31712.1199984068
1277,52704.2307104909
1278,46845.1926969037
1284,68206.1166253355
1291,63375.2882192511
1293,56685.7781286879
1295,75976.514566346
1297,45945.9005857577
1307,20801.0213298703
1311,40622.1808541945
1322,57864.0101889628
1325,31037.369814095
1326,58617.0840736436
1329,48457.4940778233
1333,70201.020721383
1334,30995.7209693781
1340,56830.5241480922
1353,39335.3845121792
1357,22876.0543469714
1362,65984.9136290806
1368,44410.3485410381
1369,47854.2353903551
1372,48086.7542577048
1392,58065.617773409
1397,59534.3710823778
1415,56119.5254005245
1419,45134.6157670829
1421,59886.0081056676
1426,44541.3202147475
1432,17276.1227931405
1434,54896.2181155077
1441,74488.9060804537
1453,35308.3874665249
1457,39018.3873576344
1458,34138.4872300373
1460,57309.3780721488
1471,73010.747284177
1474,35930.3473223751
1476,30198.1826524862
1478,47494.3574057517
1480,29426.8868535109
1485,66978.0458952727
1511,51898.2078342853
1538,54326.2047942419
1540,46444.151391824
1544,71251.085223177
1549,43420.7412354025
1563,42690.6189980807
1574,67972.5038496904
1576,71603.5921946099
1577,64038.5013571765
1586,42188.3809375016
1587,59316.5918055434
1595,62915.8162185246
1598,35216.4679802909
1601,58702.47296862
1604,49247.179482635
1607,51259.1827141312
1608,49225.6738998888
1610,72019.6533185348
1612,51977.7827853397
1619,54350.0076541801
1623,76585.4614055221
1624,60432.1403398841
1633,66446.6681770359
1635,64546.4557321923
1639,76056.9495746912
1653,24957.1472597893
1668,46916.5334072096
1669,33951.3901072622
1671,55076.1474176116
1676,53020.3680637697
1679,60752.4773862383
1681,57148.7446042405
1682,37494.5717913426
1689,65905.4024075765
1692,45475.3831453896
1694,38797.5371233676
1696,65280.7294754226
1707,40819.1410050731
1711,55970.512168068
1717,56278.5316689955
1720,56046.8039136572
1721,49958.3570017606
1722,65400.0506180214
1726,43242.0879709647
1727,45518.1838199396
1733,31605.9718114665
1736,67963.4375855311
1737,48069.2853354374
1743,46239.3829623732
1744,23374.4463895947
1750,23924.752618214
1755,27839.9826614751
1760,65024.2017239558
1764,44516.1801896937
1766,61714.0293305582
1767,53281.2827821034
1781,52515.6195638782
1784,29651.2749492648
1793,49276.0599540365
1797,31944.5230936151
1800,37216.1617255604
1801,49096.9004161971
1806,46797.4061492941
1812,36346.0481536997
1816,34674.5381236159
1817,39588.0551197859
1820,46348.5650328704
1826,45872.5739826529
1829,41775.573514832
1832,38886.6062304532
1837,46123.6614554601
1842,36098.8989779139
1844,59048.4116443337
1851,67008.3325395112
1857,33481.7122324225
1862,72539.2641702885
1863,37602.0506331107
1864,35772.892705569
1866,43223.3884486834
1867,42722.5147179604
1869,51634.0094824354
1875,48666.1565612864
1880,33718.879084266
1911,53166.1930507334
1912,35512.8112545784
1923,56068.8143130352
1928,38470.6794363641
1933,27812.0376123968
1934,52244.4852744659
1935,53231.6889020531
1936,59503.0666386814
1938,65024.046980709
1945,32926.0819106809
1948,46010.4960868472
1955,55994.7343817802
1957,35231.0196182917
1958,68767.9898907053
1973,58418.4890492015
1974,52190.9785697616
1982,28998.6847096017
1993,51154.9211506149
1996,53741.5938123821
1997,29627.1875880957
1999,53218.2490414333
2000,52593.6035641745
